date,staff_id,reason,old_asset_model,old_asset_serial_number,replaced_asset_model,replaced_asset_serial_number,hostname,issue,remarks
2024-11-02,355477113,transfer,Dell Laptop X12 Model,LAP-A727E8D322,Dell Laptop X12 Model,LAP-3C14803CEE,HOST-2133,software,OS corruption
2025-09-04,419331516,new joiner,HP Book 2.0 Model,LAP-95BE752E9B,HP Book 2.0 Model,LAP-AFDD06A9A6,HOST-5961,hardware,Physical damage
2024-03-21,784590590,breakfix,HP Book 2.0 Model,LAP-F90D42C2D3,HP Book 2.0 Model,LAP-E1A1C96337,HOST-7932,software,Device not powering on
2024-10-22,380517824,new joiner,HP Book 2.0 Model,LAP-3E9F64607F,HP Book 2.0 Model,LAP-2345438BF0,HOST-8851,software,User requested replacement
2024-08-24,814232253,new joiner,Dell Laptop X12 Model,LAP-3BA35629E9,Dell Laptop X12 Model,LAP-E6A4D1968C,HOST-7853,hardware,Physical damage
2024-02-06,397928718,new joiner,JBL Wireless Headset,WH-D5C323091D,JBL Wireless Headset,WH-05AEE0CB6E,HOST-2392,hardware,Performance issue
2024-03-22,518740692,new joiner,JBL Wireless Headset,WH-6EBAE0F6AF,JBL Wireless Headset,WH-25935F88A2,HOST-6816,hardware,User requested replacement
2025-12-10,911514914,new joiner,Wireless Headset Cushion,WH-00AC78C3B2,Wireless Headset Cushion,WH-31C84FA2EE,HOST-7547,software,OS corruption
2025-10-08,255853446,breakfix,JBL Wireless Headset,WH-78DB1F5AA5,JBL Wireless Headset,WH-841669308D,HOST-2615,software,Performance issue
2024-08-20,262166848,new joiner,Wireless Headset Cushion,WH-9D5D371B22,Wireless Headset Cushion,WH-9494FA06ED,HOST-9499,hardware,OS corruption
2025-01-06,618371508,transfer,Wireless Headset Cushion,WH-D2E0D812CB,Wireless Headset Cushion,WH-D1116F19CF,HOST-8586,hardware,Physical damage
2025-12-30,955522471,transfer,Wireless Headset Cushion,WH-B4AB725E36,Wireless Headset Cushion,WH-DBE8A78E3C,HOST-2712,software,OS corruption
2025-10-29,966267851,breakfix,HP Book 2.0 Model,LAP-33159D091E,HP Book 2.0 Model,LAP-2C794EDB10,HOST-3321,software,Physical damage
2025-02-07,511259527,transfer,Wireless Headset Cushion,WH-F5F6D1D6B3,Wireless Headset Cushion,WH-C380A4D006,HOST-4389,software,Physical damage
2024-09-24,331652222,breakfix,Dell Laptop X12 Model,LAP-7817A5E911,Dell Laptop X12 Model,LAP-513982CB02,HOST-8178,software,Physical damage
2025-11-17,302563940,transfer,Dell Laptop X12 Model,LAP-5A1B46696B,Dell Laptop X12 Model,LAP-60EDFC67EA,HOST-1732,hardware,Device not powering on
2025-02-07,348315126,new joiner,Dell Laptop X12 Model,LAP-89034D9D6B,Dell Laptop X12 Model,LAP-FB404A9101,HOST-2791,hardware,Performance issue
2024-08-14,752759821,breakfix,JBL Wireless Headset,WH-29C0A2AC05,JBL Wireless Headset,WH-8DD960B785,HOST-3623,software,User requested replacement
2024-11-14,665269791,transfer,Dell Laptop X12 Model,LAP-2CC5764F18,Dell Laptop X12 Model,LAP-B29F959C18,HOST-4798,software,Performance issue
2025-07-18,404007541,new joiner,Dell Laptop X12 Model,LAP-3A84BE6238,Dell Laptop X12 Model,LAP-94BBD88AD7,HOST-8080,software,Device not powering on
2024-05-06,307371533,breakfix,Wireless Headset Cushion,WH-A80F60D683,Wireless Headset Cushion,WH-D7D40B10E9,HOST-8365,software,OS corruption
2026-01-20,288195937,new joiner,HP Book 2.0 Model,LAP-8C19DB6AE8,HP Book 2.0 Model,LAP-7F6BFD99D5,HOST-4519,hardware,Physical damage
2024-02-04,713763535,breakfix,HP Book 2.0 Model,LAP-E47A203F6E,HP Book 2.0 Model,LAP-ED6179A40B,HOST-2667,hardware,Physical damage
2025-02-25,828326405,breakfix,Dell Laptop X12 Model,LAP-C145967EC1,Dell Laptop X12 Model,LAP-8AC50FC52B,HOST-8496,hardware,Physical damage
2024-03-09,688355778,transfer,Dell Laptop X12 Model,LAP-6A9F07AB30,Dell Laptop X12 Model,LAP-7DF1E88EA5,HOST-9646,software,User requested replacement
2024-12-23,475767056,new joiner,HP Book 2.0 Model,LAP-0F610C8F93,HP Book 2.0 Model,LAP-4723847110,HOST-7431,hardware,Physical damage
2025-01-29,724440558,transfer,HP Book 2.0 Model,LAP-1AD8743D23,HP Book 2.0 Model,LAP-9F375BFE19,HOST-3826,software,User requested replacement
2024-05-30,959106271,breakfix,HP Book 2.0 Model,LAP-A5288DF901,HP Book 2.0 Model,LAP-C499FB5C24,HOST-3194,software,Device not powering on
2025-05-25,271149511,transfer,Wireless Headset Cushion,WH-795F199455,Wireless Headset Cushion,WH-4C959FFE4D,HOST-2916,hardware,Physical damage
2024-02-14,615877957,breakfix,JBL Wireless Headset,WH-5F6B085766,JBL Wireless Headset,WH-EA370DD748,HOST-9369,software,OS corruption
2024-05-24,247494816,breakfix,HP Book 2.0 Model,LAP-78E94AAC8D,HP Book 2.0 Model,LAP-0834ADD63A,HOST-7286,software,Performance issue
2024-09-13,129367590,new joiner,HP Book 2.0 Model,LAP-3E6E5DB881,HP Book 2.0 Model,LAP-FE3BAFA908,HOST-9804,hardware,User requested replacement
2025-08-07,709194872,transfer,Wireless Headset Cushion,WH-174830A32C,Wireless Headset Cushion,WH-E2B00ABC23,HOST-5732,hardware,Performance issue
2025-03-08,575625690,transfer,HP Book 2.0 Model,LAP-9015BB55A5,HP Book 2.0 Model,LAP-110ADF3F3E,HOST-1878,software,Device not powering on
2024-09-15,668455421,breakfix,JBL Wireless Headset,WH-E848884307,JBL Wireless Headset,WH-D3535C59E2,HOST-4196,software,User requested replacement
2024-08-25,145844821,new joiner,JBL Wireless Headset,WH-5138B78AFD,JBL Wireless Headset,WH-D803E46423,HOST-9109,software,OS corruption
2024-11-25,518353415,new joiner,HP Book 2.0 Model,LAP-3B73920CF1,HP Book 2.0 Model,LAP-6197268A3B,HOST-8272,software,Performance issue
2025-11-01,838993835,new joiner,HP Book 2.0 Model,LAP-2F92092234,HP Book 2.0 Model,LAP-4FD8065410,HOST-1505,hardware,Physical damage
2025-12-22,275571407,transfer,Wireless Headset Cushion,WH-53DF0FFA80,Wireless Headset Cushion,WH-E768878901,HOST-4683,software,Performance issue
2024-10-13,424825305,new joiner,Dell Laptop X12 Model,LAP-01E42F3628,Dell Laptop X12 Model,LAP-F4BF575571,HOST-9115,hardware,User requested replacement
2025-09-30,938422254,transfer,JBL Wireless Headset,WH-CBD9632344,JBL Wireless Headset,WH-82A143A9F9,HOST-9898,software,User requested replacement
2025-12-13,620455331,new joiner,HP Book 2.0 Model,LAP-ABF7C7D973,HP Book 2.0 Model,LAP-D743C5DCBE,HOST-8231,hardware,OS corruption
2025-10-12,481734198,new joiner,JBL Wireless Headset,WH-F0007F8C22,JBL Wireless Headset,WH-5AF35094CF,HOST-5055,software,Device not powering on
2024-10-21,740743666,transfer,HP Book 2.0 Model,LAP-68B844D0E3,HP Book 2.0 Model,LAP-A2B8B6CDF8,HOST-6711,hardware,OS corruption
2025-09-26,714483748,breakfix,HP Book 2.0 Model,LAP-9470314DEB,HP Book 2.0 Model,LAP-BF97EDC707,HOST-4438,software,User requested replacement
2024-04-17,578901124,transfer,JBL Wireless Headset,WH-4C3BC089D4,JBL Wireless Headset,WH-265D44FC89,HOST-3719,hardware,Performance issue
2025-06-27,502720908,breakfix,Dell Laptop X12 Model,LAP-3C7F1EF670,Dell Laptop X12 Model,LAP-36A380DEEC,HOST-6747,software,User requested replacement
2024-07-22,890099255,breakfix,JBL Wireless Headset,WH-FFA0504635,JBL Wireless Headset,WH-8282453F4B,HOST-6302,software,Physical damage
2024-06-17,361639001,transfer,HP Book 2.0 Model,LAP-F416C5982C,HP Book 2.0 Model,LAP-3AEDCADDEE,HOST-9428,hardware,Performance issue
2024-11-29,435632899,breakfix,Wireless Headset Cushion,WH-E77D0E3701,Wireless Headset Cushion,WH-3596A9BEB2,HOST-5543,hardware,Performance issue
2025-05-14,773451395,breakfix,Wireless Headset Cushion,WH-4B586FEA3E,Wireless Headset Cushion,WH-B67E3D2080,HOST-6277,hardware,OS corruption
2024-09-10,730905018,breakfix,Dell Laptop X12 Model,LAP-82870C3ED7,Dell Laptop X12 Model,LAP-0F1CF62A05,HOST-5402,software,OS corruption
2024-10-19,478833337,breakfix,HP Book 2.0 Model,LAP-4A24462F40,HP Book 2.0 Model,LAP-8C37F37574,HOST-2525,software,User requested replacement
2025-04-15,310917183,new joiner,Dell Laptop X12 Model,LAP-D35C622316,Dell Laptop X12 Model,LAP-F1A2C4D8C5,HOST-7046,software,OS corruption
2025-02-23,567059305,new joiner,Dell Laptop X12 Model,LAP-1718108214,Dell Laptop X12 Model,LAP-8172B46443,HOST-1040,hardware,OS corruption
2024-04-14,164331134,new joiner,JBL Wireless Headset,WH-DE01E094FB,JBL Wireless Headset,WH-84A3591416,HOST-6869,hardware,User requested replacement
2024-12-13,772966010,breakfix,HP Book 2.0 Model,LAP-42E74CF218,HP Book 2.0 Model,LAP-BAABE14304,HOST-8039,hardware,OS corruption
2025-04-25,738852124,transfer,Dell Laptop X12 Model,LAP-37874AB7DA,Dell Laptop X12 Model,LAP-070B97CD10,HOST-5646,software,User requested replacement
2024-06-12,406085699,breakfix,HP Book 2.0 Model,LAP-D29A54F481,HP Book 2.0 Model,LAP-9003F0F290,HOST-8951,software,Device not powering on
2025-12-08,548371040,breakfix,Wireless Headset Cushion,WH-D24CE51830,Wireless Headset Cushion,WH-1F28C7F9E9,HOST-8529,hardware,Device not powering on
2025-08-16,869446962,transfer,Dell Laptop X12 Model,LAP-402DA78DBE,Dell Laptop X12 Model,LAP-427CFA2BFD,HOST-8479,hardware,OS corruption
2025-07-01,485515372,new joiner,HP Book 2.0 Model,LAP-F86BCB6B3E,HP Book 2.0 Model,LAP-F13871DD2C,HOST-3161,software,Performance issue
2025-04-19,226762436,breakfix,Wireless Headset Cushion,WH-E7FEAB4DA5,Wireless Headset Cushion,WH-419B140D02,HOST-6905,software,Device not powering on
2025-01-09,530121446,new joiner,Dell Laptop X12 Model,LAP-33F56D015C,Dell Laptop X12 Model,LAP-D35C622316,HOST-3711,hardware,OS corruption
2024-04-24,737558411,transfer,HP Book 2.0 Model,LAP-C8D85E2BEA,HP Book 2.0 Model,LAP-FC5A60B691,HOST-4836,software,Device not powering on
2024-02-04,721849977,breakfix,Dell Laptop X12 Model,LAP-DC4A31E65E,Dell Laptop X12 Model,LAP-D76C4FA636,HOST-1017,hardware,OS corruption
2025-11-06,243247463,breakfix,JBL Wireless Headset,WH-F35867DC16,JBL Wireless Headset,WH-4794F2BC91,HOST-4705,software,Device not powering on
2026-01-16,503867640,new joiner,Dell Laptop X12 Model,LAP-7A3DED01A9,Dell Laptop X12 Model,LAP-B35007AD9C,HOST-6629,hardware,OS corruption
2024-02-14,643267978,breakfix,JBL Wireless Headset,WH-A5E806DE62,JBL Wireless Headset,WH-17A99DB295,HOST-8826,hardware,Performance issue
2024-12-28,373928805,breakfix,HP Book 2.0 Model,LAP-C41D85A44E,HP Book 2.0 Model,LAP-6547468A1F,HOST-2678,hardware,Physical damage
2025-01-13,771939435,transfer,HP Book 2.0 Model,LAP-6F3557161D,HP Book 2.0 Model,LAP-B58CB10040,HOST-3246,software,Performance issue
2024-04-08,350707551,new joiner,Dell Laptop X12 Model,LAP-BA74CD5434,Dell Laptop X12 Model,LAP-1DB1DF356C,HOST-3340,hardware,User requested replacement
2024-06-27,682177668,breakfix,JBL Wireless Headset,WH-3D6EDE8048,JBL Wireless Headset,WH-DD10483DF7,HOST-3688,software,Physical damage
2025-06-20,710045960,new joiner,JBL Wireless Headset,WH-F5E0F3F8FE,JBL Wireless Headset,WH-ADA1703DF0,HOST-3480,software,User requested replacement
2024-02-21,996478772,transfer,HP Book 2.0 Model,LAP-641D07A372,HP Book 2.0 Model,LAP-A0E966EB9D,HOST-4559,hardware,Device not powering on
2025-09-03,778295798,breakfix,HP Book 2.0 Model,LAP-053EB5FF41,HP Book 2.0 Model,LAP-6770C3519B,HOST-7291,software,OS corruption
2025-03-08,409011489,breakfix,Dell Laptop X12 Model,LAP-7C305062F4,Dell Laptop X12 Model,LAP-47D0C92358,HOST-5059,software,Device not powering on
2025-05-15,388095021,new joiner,HP Book 2.0 Model,LAP-22FFA7B015,HP Book 2.0 Model,LAP-E022E6BE84,HOST-5668,hardware,Physical damage
2025-06-28,809386103,new joiner,Dell Laptop X12 Model,LAP-E2BD16CD36,Dell Laptop X12 Model,LAP-330AEF771C,HOST-9348,hardware,OS corruption
2025-03-28,560452529,new joiner,Dell Laptop X12 Model,LAP-BD13F8B2BC,Dell Laptop X12 Model,LAP-2C69A36589,HOST-1894,hardware,OS corruption
2024-12-25,471363809,breakfix,HP Book 2.0 Model,LAP-4083E7727C,HP Book 2.0 Model,LAP-387E7E99D9,HOST-4949,software,User requested replacement
2025-11-13,244667571,new joiner,Dell Laptop X12 Model,LAP-F15477DDC2,Dell Laptop X12 Model,LAP-01EA46B74C,HOST-1197,software,Physical damage
2025-09-11,308773243,transfer,HP Book 2.0 Model,LAP-855D18CA6B,HP Book 2.0 Model,LAP-0FCD0A30FE,HOST-7895,software,User requested replacement
2024-02-25,924399252,breakfix,HP Book 2.0 Model,LAP-9D09C2CE73,HP Book 2.0 Model,LAP-3944A986B6,HOST-8717,hardware,Device not powering on
2024-06-02,504022022,breakfix,HP Book 2.0 Model,LAP-E01D815661,HP Book 2.0 Model,LAP-5606FE49FB,HOST-1225,software,Performance issue
2025-12-15,605497119,breakfix,HP Book 2.0 Model,LAP-BC6D599F82,HP Book 2.0 Model,LAP-19969445E2,HOST-7520,software,User requested replacement
2024-11-25,463016614,transfer,HP Book 2.0 Model,LAP-6486DB5D51,HP Book 2.0 Model,LAP-CEFEE2999F,HOST-7590,hardware,User requested replacement
2024-07-23,874807770,new joiner,HP Book 2.0 Model,LAP-E8FEC9EC02,HP Book 2.0 Model,LAP-A00A58F04F,HOST-3501,software,Device not powering on
2025-03-13,298053584,breakfix,HP Book 2.0 Model,LAP-CA325F1551,HP Book 2.0 Model,LAP-4D9DF2E99A,HOST-9377,hardware,Performance issue
2024-07-24,757448675,transfer,HP Book 2.0 Model,LAP-5CDCA17C9E,HP Book 2.0 Model,LAP-986B0FBA55,HOST-7401,hardware,Physical damage
2024-02-09,578531560,transfer,JBL Wireless Headset,WH-2DF03A0D5E,JBL Wireless Headset,WH-3158350F2F,HOST-4909,hardware,Performance issue
2025-10-28,447313528,transfer,HP Book 2.0 Model,LAP-83A54928D2,HP Book 2.0 Model,LAP-D2A01685C3,HOST-2900,software,User requested replacement
2024-05-11,844034445,breakfix,HP Book 2.0 Model,LAP-1C62C829CA,HP Book 2.0 Model,LAP-7A6E499A8C,HOST-6067,hardware,Device not powering on
2026-01-12,713461653,new joiner,HP Book 2.0 Model,LAP-34F69E0E45,HP Book 2.0 Model,LAP-5C8D1700B6,HOST-3248,hardware,Performance issue
2024-09-03,906528433,transfer,HP Book 2.0 Model,LAP-0DF566875E,HP Book 2.0 Model,LAP-DAE8728153,HOST-9568,software,Performance issue
2025-01-09,671532152,breakfix,JBL Wireless Headset,WH-5B657EB74C,JBL Wireless Headset,WH-4E41D11228,HOST-5403,hardware,Device not powering on
2025-02-15,837071174,transfer,HP Book 2.0 Model,LAP-9AC9357A66,HP Book 2.0 Model,LAP-DE65C815C4,HOST-5456,hardware,Physical damage
2024-01-26,604803700,new joiner,JBL Wireless Headset,WH-1ED6F86B60,JBL Wireless Headset,WH-51600533E8,HOST-2262,software,OS corruption
2024-08-19,455939049,transfer,JBL Wireless Headset,WH-01A3EA70A9,JBL Wireless Headset,WH-C527D7C88F,HOST-1908,software,User requested replacement
2025-08-07,668883968,transfer,HP Book 2.0 Model,LAP-21F0FD9C1A,HP Book 2.0 Model,LAP-760CA354CD,HOST-3577,software,Device not powering on
2024-06-16,420452650,new joiner,Dell Laptop X12 Model,LAP-D34B10509A,Dell Laptop X12 Model,LAP-D902CAEFF2,HOST-2889,hardware,User requested replacement
2026-01-22,186237917,breakfix,Wireless Headset Cushion,WH-5CC1D6026F,Wireless Headset Cushion,WH-A625D38ABE,HOST-1201,hardware,Device not powering on
2024-09-28,610816782,transfer,HP Book 2.0 Model,LAP-936AA729C9,HP Book 2.0 Model,LAP-9784B69F7B,HOST-7274,hardware,Performance issue
2025-12-19,895609471,new joiner,Dell Laptop X12 Model,LAP-DD5C02F03A,Dell Laptop X12 Model,LAP-592F031AD4,HOST-7870,hardware,Physical damage
2025-05-15,696291839,transfer,Wireless Headset Cushion,WH-12A4C263D6,Wireless Headset Cushion,WH-BEED55D496,HOST-6241,software,Device not powering on
2024-06-18,200317984,transfer,Dell Laptop X12 Model,LAP-B5E7749A10,Dell Laptop X12 Model,LAP-7FE62F098A,HOST-2956,hardware,Performance issue
2025-06-10,437882805,new joiner,JBL Wireless Headset,WH-D89018AE99,JBL Wireless Headset,WH-41526DCDD1,HOST-1752,software,Device not powering on
2024-10-05,608678910,transfer,HP Book 2.0 Model,LAP-33F7420F2C,HP Book 2.0 Model,LAP-572C156A51,HOST-6090,software,Device not powering on
2024-07-07,812480457,transfer,Dell Laptop X12 Model,LAP-B183185C1D,Dell Laptop X12 Model,LAP-717E721645,HOST-1130,software,Performance issue
2025-04-01,937336224,new joiner,HP Book 2.0 Model,LAP-B72E809243,HP Book 2.0 Model,LAP-A00A58F04F,HOST-5979,hardware,OS corruption
2025-01-12,980564513,new joiner,JBL Wireless Headset,WH-377B89EB1E,JBL Wireless Headset,WH-503E98F502,HOST-9083,hardware,User requested replacement
2025-05-18,526164289,breakfix,JBL Wireless Headset,WH-60B5A82C53,JBL Wireless Headset,WH-FCD813264E,HOST-1104,software,Device not powering on
2025-05-31,706496928,new joiner,Wireless Headset Cushion,WH-42A5015E9B,Wireless Headset Cushion,WH-A13910B40E,HOST-6675,hardware,Physical damage
2026-01-23,669998399,new joiner,Wireless Headset Cushion,WH-25BB517A54,Wireless Headset Cushion,WH-30839A3E2A,HOST-7164,software,Device not powering on
2025-06-28,494152254,new joiner,JBL Wireless Headset,WH-6EB02BF257,JBL Wireless Headset,WH-0D8B36FABC,HOST-4902,software,OS corruption
2025-11-24,351410032,breakfix,HP Book 2.0 Model,LAP-CE1A900FEA,HP Book 2.0 Model,LAP-1679D42CA9,HOST-5584,hardware,Device not powering on
2025-06-01,473581239,new joiner,Dell Laptop X12 Model,LAP-BA8D06069D,Dell Laptop X12 Model,LAP-8AD5CDB828,HOST-7767,software,OS corruption
2025-10-30,915401487,new joiner,Dell Laptop X12 Model,LAP-0F0945A0A8,Dell Laptop X12 Model,LAP-F47DF8832C,HOST-2565,hardware,OS corruption
2025-11-09,231556899,new joiner,Wireless Headset Cushion,WH-BF527AE549,Wireless Headset Cushion,WH-B4F1CBCD70,HOST-2020,software,Performance issue
2025-05-27,450236225,transfer,Dell Laptop X12 Model,LAP-462C43DBCC,Dell Laptop X12 Model,LAP-3C65545215,HOST-5276,software,OS corruption
2024-02-07,496098177,new joiner,Wireless Headset Cushion,WH-92E5765B9F,Wireless Headset Cushion,WH-8174195633,HOST-6345,software,OS corruption
2025-04-21,945923902,breakfix,Wireless Headset Cushion,WH-C3FC1ABD5E,Wireless Headset Cushion,WH-6524B0A52E,HOST-2223,hardware,Performance issue
2024-06-05,355477113,breakfix,Dell Laptop X12 Model,LAP-A727E8D322,Dell Laptop X12 Model,LAP-C6D752A192,HOST-3546,hardware,Performance issue
2024-10-21,164480705,transfer,Wireless Headset Cushion,WH-E2FF409F5D,Wireless Headset Cushion,WH-32A7A0DCF6,HOST-6145,software,Device not powering on
2024-07-25,417351774,transfer,MacBook M2 Model,LAP-F614883D85,MacBook M2 Model,LAP-A5CF1651AC,HOST-4401,software,Physical damage
2024-10-07,366106987,transfer,Dell Laptop X12 Model,LAP-0113DB9D3D,Dell Laptop X12 Model,LAP-E854793F8B,HOST-2964,hardware,Performance issue
2024-02-22,262915636,transfer,JBL Wireless Headset,WH-96BEFDEBD3,JBL Wireless Headset,WH-F099740913,HOST-1660,hardware,Physical damage
2025-08-26,230771153,breakfix,JBL Wireless Headset,WH-94524CE624,JBL Wireless Headset,WH-A43DA284CD,HOST-5066,software,OS corruption
2024-08-17,260576006,breakfix,Wireless Headset Cushion,WH-02BCDD8408,Wireless Headset Cushion,WH-EAAE4464B2,HOST-5896,software,Performance issue
2025-12-24,492529027,transfer,HP Book 2.0 Model,LAP-03EDDA0686,HP Book 2.0 Model,LAP-94F2B4B441,HOST-8408,hardware,Device not powering on
2024-10-08,780389168,breakfix,Dell Laptop X12 Model,LAP-8D66FE9090,Dell Laptop X12 Model,LAP-C272193A6E,HOST-3290,hardware,Device not powering on
2025-11-22,361639001,breakfix,JBL Wireless Headset,WH-88DF72F9C1,JBL Wireless Headset,WH-D0AA1D04BB,HOST-3141,hardware,OS corruption
2025-01-08,548371040,new joiner,Wireless Headset Cushion,WH-D24CE51830,Wireless Headset Cushion,WH-1F27DDFCB1,HOST-2376,software,Device not powering on
2026-01-02,116891857,breakfix,HP Book 2.0 Model,LAP-B635BD65F1,HP Book 2.0 Model,LAP-EADCEB26D7,HOST-4239,software,Performance issue
2025-10-22,589849525,transfer,JBL Wireless Headset,WH-634DB97249,JBL Wireless Headset,WH-6A286DC560,HOST-3007,hardware,OS corruption
2025-12-04,841057474,breakfix,HP Book 2.0 Model,LAP-E12837E8A3,HP Book 2.0 Model,LAP-A367A9E0C2,HOST-8096,software,OS corruption
2025-12-25,422544802,transfer,HP Book 2.0 Model,LAP-19C8633DC3,HP Book 2.0 Model,LAP-5BA1919F56,HOST-7990,hardware,Physical damage
2025-06-19,243206913,breakfix,HP Book 2.0 Model,LAP-4D1A176E5D,HP Book 2.0 Model,LAP-AC392CB049,HOST-5505,software,OS corruption
2025-08-25,948790854,breakfix,Dell Laptop X12 Model,LAP-F8531EA52B,Dell Laptop X12 Model,LAP-79A6BC48E0,HOST-5026,software,OS corruption
2024-11-29,890838947,new joiner,Wireless Headset Cushion,WH-569BC29612,Wireless Headset Cushion,WH-688472F9C3,HOST-8848,hardware,Device not powering on
2025-04-13,555404004,transfer,JBL Wireless Headset,WH-5C988E1970,JBL Wireless Headset,WH-127910CF01,HOST-3248,software,Performance issue
2024-04-06,709074302,new joiner,JBL Wireless Headset,WH-0FAA485028,JBL Wireless Headset,WH-2FC4A35BFC,HOST-5082,hardware,OS corruption
2025-01-22,461597989,transfer,Dell Laptop X12 Model,LAP-1ED23C8794,Dell Laptop X12 Model,LAP-B2620982A2,HOST-9921,software,Physical damage
