laptop_serial_number,laptop_model,status,end_of_life
LAP-AEBBBD639C,HP Book 2.0 Model,issued,
LAP-0EB72A82F6,HP Book 2.0 Model,issued,n/a
LAP-BDF46A1DCE,Dell Laptop X12 Model,issued,n/a
LAP-6E87001BC8,HP Book 2.0 Model,issued,n/a
LAP-DD73AA5783,HP Book 2.0 Model,issued,n/a
LAP-BEE7F1E4FE,HP Book 2.0 Model,issued,
LAP-5FB5CB470A,HP Book 2.0 Model,issued,yes
LAP-7CEB42E967,Dell Laptop X12 Model,issued,n/a
LAP-3464F8F75D,Dell Laptop X12 Model,issued,
LAP-B4D471AF39,Dell Laptop X12 Model,issued,yes
LAP-580F0DF00A,Dell Laptop X12 Model,issued,
LAP-EFCDC2A401,HP Book 2.0 Model,issued,n/a
LAP-FE548CA814,HP Book 2.0 Model,issued,
LAP-2A3775FBFC,HP Book 2.0 Model,issued,
LAP-EEA271F54D,HP Book 2.0 Model,issued,yes
LAP-1FC3331C28,HP Book 2.0 Model,issued,n/a
LAP-1F00329774,Dell Laptop X12 Model,issued,yes
LAP-85479A00D8,HP Book 2.0 Model,issued,yes
LAP-662577543F,HP Book 2.0 Model,issued,no
LAP-9C409715F9,HP Book 2.0 Model,issued,yes
LAP-BD3C19F68F,HP Book 2.0 Model,issued,yes
LAP-B9F11138AB,Dell Laptop X12 Model,issued,no
LAP-4793AD0DA2,HP Book 2.0 Model,issued,yes
LAP-AD1CB61EAB,Dell Laptop X12 Model,issued,n/a
LAP-3ECD4D852A,HP Book 2.0 Model,issued,
LAP-5147E3BF21,Dell Laptop X12 Model,issued,no
LAP-4768F115D5,HP Book 2.0 Model,issued,no
LAP-C2771AA9D6,HP Book 2.0 Model,issued,yes
LAP-57EC96D35B,HP Book 2.0 Model,issued,no
LAP-7963935BF0,HP Book 2.0 Model,issued,n/a
LAP-E0F117126F,HP Book 2.0 Model,issued,yes
LAP-E7CC27D831,HP Book 2.0 Model,issued,yes
LAP-E04920E88D,HP Book 2.0 Model,issued,n/a
LAP-482311C030,HP Book 2.0 Model,issued,yes
LAP-5358AB998F,HP Book 2.0 Model,issued,yes
LAP-62A024CF75,HP Book 2.0 Model,issued,yes
LAP-29036C6EEE,HP Book 2.0 Model,issued,n/a
LAP-C2D77CF473,HP Book 2.0 Model,issued,yes
LAP-97753A2792,Dell Laptop X12 Model,issued,n/a
LAP-875DD88B52,Dell Laptop X12 Model,issued,n/a
LAP-478B465981,HP Book 2.0 Model,issued,
LAP-A36ED6A17B,HP Book 2.0 Model,issued,n/a
LAP-F1C2F5B698,HP Book 2.0 Model,issued,no
LAP-D73B51D52E,Dell Laptop X12 Model,issued,no
LAP-89E262F769,HP Book 2.0 Model,issued,
LAP-3C14803CEE,Dell Laptop X12 Model,issued,yes
LAP-1E4006E499,HP Book 2.0 Model,issued,no
LAP-4540B28318,HP Book 2.0 Model,issued,n/a
LAP-A7BF8A32E7,HP Book 2.0 Model,issued,no
LAP-935B08736F,HP Book 2.0 Model,issued,
LAP-4B3AAAF58A,HP Book 2.0 Model,issued,
LAP-151C9554A5,Dell Laptop X12 Model,issued,yes
LAP-B6BE5EE509,HP Book 2.0 Model,issued,no
LAP-D6A79836E0,HP Book 2.0 Model,issued,
LAP-D0E09F6095,HP Book 2.0 Model,issued,
LAP-61C9FB732A,Dell Laptop X12 Model,issued,n/a
LAP-15CC4F1308,Dell Laptop X12 Model,issued,n/a
LAP-349EB1F796,HP Book 2.0 Model,issued,
LAP-C80B24EA88,HP Book 2.0 Model,issued,no
LAP-B6440A27B2,Dell Laptop X12 Model,issued,yes
LAP-5CF1B92BB2,HP Book 2.0 Model,issued,n/a
LAP-9F8E206C6D,Dell Laptop X12 Model,issued,n/a
LAP-2F16940ECC,HP Book 2.0 Model,issued,yes
LAP-016FC9A0F1,Dell Laptop X12 Model,issued,n/a
LAP-AAD96D6032,Dell Laptop X12 Model,issued,no
LAP-8C62B6D64C,Dell Laptop X12 Model,issued,no
LAP-BCD19CDE1B,Dell Laptop X12 Model,issued,yes
LAP-0BB497A4D5,HP Book 2.0 Model,issued,yes
LAP-23D6983A39,HP Book 2.0 Model,issued,
LAP-4F27396A51,HP Book 2.0 Model,issued,yes
LAP-8AFAAAB6A3,Dell Laptop X12 Model,issued,no
LAP-219AFA7425,HP Book 2.0 Model,issued,yes
LAP-E22F1BBAFC,HP Book 2.0 Model,issued,no
LAP-DF69597BD2,Dell Laptop X12 Model,issued,
LAP-26B01C72AB,Dell Laptop X12 Model,issued,
LAP-E122EDC845,HP Book 2.0 Model,issued,no
LAP-48E45EFB62,Dell Laptop X12 Model,issued,
LAP-18F1B2563F,Dell Laptop X12 Model,issued,yes
LAP-FC868E4694,HP Book 2.0 Model,issued,n/a
LAP-80CACFC8B0,Dell Laptop X12 Model,issued,no
LAP-B08E881AD6,HP Book 2.0 Model,issued,n/a
LAP-1960763A46,HP Book 2.0 Model,issued,n/a
LAP-CAB62B12A6,Dell Laptop X12 Model,issued,
LAP-7EEFE25FFA,HP Book 2.0 Model,issued,no
LAP-8C2C60EC69,HP Book 2.0 Model,issued,yes
LAP-A1329E9D1D,HP Book 2.0 Model,issued,no
LAP-ECF6C9F34C,HP Book 2.0 Model,issued,no
LAP-8A547A9F9B,HP Book 2.0 Model,issued,n/a
LAP-0E3B763798,Dell Laptop X12 Model,issued,
LAP-8358A16095,Dell Laptop X12 Model,issued,
LAP-86E78D3A24,Dell Laptop X12 Model,issued,no
LAP-6DE42D4907,Dell Laptop X12 Model,issued,
LAP-431754406B,HP Book 2.0 Model,issued,no
LAP-F59F093D88,HP Book 2.0 Model,issued,yes
LAP-DF76F780DD,HP Book 2.0 Model,issued,n/a
LAP-582389D91A,HP Book 2.0 Model,issued,
LAP-C5243298B9,Dell Laptop X12 Model,issued,no
LAP-C5B00166BB,Dell Laptop X12 Model,issued,n/a
LAP-1AC06DC406,HP Book 2.0 Model,issued,yes
LAP-C84EB99243,HP Book 2.0 Model,issued,no
LAP-6FCC4C2DF5,HP Book 2.0 Model,issued,
LAP-EF2676D200,HP Book 2.0 Model,issued,yes
LAP-30DA444502,HP Book 2.0 Model,issued,yes
LAP-871058A189,HP Book 2.0 Model,issued,no
LAP-60617C08C1,HP Book 2.0 Model,issued,yes
LAP-77FB43A860,HP Book 2.0 Model,issued,
LAP-1439D50A73,HP Book 2.0 Model,issued,no
LAP-493414BBB2,HP Book 2.0 Model,issued,n/a
LAP-89D3526424,HP Book 2.0 Model,issued,yes
LAP-D2B92DB81A,HP Book 2.0 Model,issued,
LAP-2FE906F52D,Dell Laptop X12 Model,issued,
LAP-FA46A2FFE8,HP Book 2.0 Model,issued,n/a
LAP-51F94AB4F4,HP Book 2.0 Model,issued,n/a
LAP-392BF47571,HP Book 2.0 Model,issued,yes
LAP-603AA2FC11,HP Book 2.0 Model,issued,yes
LAP-01E42F3628,Dell Laptop X12 Model,issued,n/a
LAP-FC0DF598B8,HP Book 2.0 Model,issued,
LAP-EDFC91310B,HP Book 2.0 Model,issued,no
LAP-A792BDF1F1,Dell Laptop X12 Model,issued,no
LAP-D3418CCB70,HP Book 2.0 Model,issued,
LAP-A8D0CEE612,HP Book 2.0 Model,issued,
LAP-0D7945816F,HP Book 2.0 Model,issued,n/a
LAP-512616ABE1,Dell Laptop X12 Model,issued,yes
LAP-FE3B22D734,HP Book 2.0 Model,issued,
LAP-A712923726,Dell Laptop X12 Model,issued,n/a
LAP-02087ED1E7,HP Book 2.0 Model,issued,n/a
LAP-B56E6B7589,Dell Laptop X12 Model,issued,yes
LAP-05FCBE40E7,HP Book 2.0 Model,issued,yes
LAP-2E6BC20E79,HP Book 2.0 Model,issued,
LAP-74371EBF8E,Dell Laptop X12 Model,issued,
LAP-97804EC588,Dell Laptop X12 Model,issued,no
LAP-04785F4DCD,Dell Laptop X12 Model,issued,n/a
LAP-1EBCB3653B,Dell Laptop X12 Model,issued,no
LAP-91FDBB2762,HP Book 2.0 Model,issued,
LAP-3F3C0B0736,HP Book 2.0 Model,issued,no
LAP-CA0C09424E,Dell Laptop X12 Model,issued,n/a
LAP-851FCCEDFE,Dell Laptop X12 Model,issued,
LAP-9306D5EBDB,HP Book 2.0 Model,issued,
LAP-98E20B62DA,HP Book 2.0 Model,issued,yes
LAP-337D897808,HP Book 2.0 Model,issued,yes
LAP-F1700123A0,HP Book 2.0 Model,issued,no
LAP-FB6110932B,HP Book 2.0 Model,issued,yes
LAP-189173529B,HP Book 2.0 Model,issued,no
LAP-08B97F7BB3,HP Book 2.0 Model,issued,yes
LAP-6E2B0498D7,Dell Laptop X12 Model,issued,yes
LAP-8833991FD5,HP Book 2.0 Model,issued,yes
LAP-5B82B63C7A,HP Book 2.0 Model,issued,n/a
LAP-3473EDD914,Dell Laptop X12 Model,issued,no
LAP-43631AC4B2,HP Book 2.0 Model,issued,yes
LAP-2A050811EF,HP Book 2.0 Model,issued,yes
LAP-50D0B0DF0C,Dell Laptop X12 Model,issued,n/a
LAP-85E7B2033A,HP Book 2.0 Model,issued,no
LAP-AF65B088FE,HP Book 2.0 Model,issued,
LAP-CA97373C72,Dell Laptop X12 Model,issued,
LAP-C1858AC9D0,HP Book 2.0 Model,issued,
LAP-503EDED6BD,Dell Laptop X12 Model,issued,yes
LAP-9F66FAF267,HP Book 2.0 Model,issued,no
LAP-9E9DEACCAA,HP Book 2.0 Model,issued,n/a
LAP-EC393AC52E,Dell Laptop X12 Model,issued,
LAP-EB45882105,HP Book 2.0 Model,issued,no
LAP-7C741EA3CD,HP Book 2.0 Model,issued,no
LAP-4B07A30DB1,Dell Laptop X12 Model,issued,no
LAP-2AE34D71A5,HP Book 2.0 Model,issued,n/a
LAP-F3E594B886,Dell Laptop X12 Model,issued,n/a
LAP-57C06A931E,Dell Laptop X12 Model,issued,n/a
LAP-F97D38399A,HP Book 2.0 Model,issued,yes
LAP-2AB83A765F,HP Book 2.0 Model,issued,yes
LAP-E63521AAC3,HP Book 2.0 Model,issued,no
LAP-6271B411F6,HP Book 2.0 Model,issued,
LAP-FE886C1667,Dell Laptop X12 Model,issued,n/a
LAP-AA0D1D9118,HP Book 2.0 Model,issued,no
LAP-798A831C18,Dell Laptop X12 Model,issued,no
LAP-EFE57C0032,HP Book 2.0 Model,issued,n/a
LAP-CD3F55E37D,HP Book 2.0 Model,issued,yes
LAP-E23EC5369C,HP Book 2.0 Model,issued,no
LAP-A6CAB79E4C,Dell Laptop X12 Model,issued,no
LAP-C485200378,Dell Laptop X12 Model,issued,n/a
LAP-2F745145B4,HP Book 2.0 Model,issued,
LAP-51A8A5FA07,HP Book 2.0 Model,issued,no
LAP-2E1CB8D5E8,Dell Laptop X12 Model,issued,yes
LAP-7B7F5C5822,HP Book 2.0 Model,issued,
LAP-2D6B9F4E37,HP Book 2.0 Model,issued,
LAP-D8FFC031CD,HP Book 2.0 Model,issued,n/a
LAP-953482F82A,HP Book 2.0 Model,issued,yes
LAP-B72ED684A7,HP Book 2.0 Model,issued,no
LAP-CA25CCA73F,HP Book 2.0 Model,issued,n/a
LAP-86FA1003DB,HP Book 2.0 Model,issued,yes
LAP-F11A949C33,HP Book 2.0 Model,issued,no
LAP-BFC13BB628,Dell Laptop X12 Model,issued,yes
LAP-E394BD364D,Dell Laptop X12 Model,issued,n/a
LAP-A335F1E5C6,HP Book 2.0 Model,issued,
LAP-B12EB7E62A,Dell Laptop X12 Model,issued,yes
LAP-DE87C15808,HP Book 2.0 Model,issued,
LAP-A069DA759F,Dell Laptop X12 Model,issued,no
LAP-69FA0077FD,Dell Laptop X12 Model,issued,
LAP-5644D2C8D5,HP Book 2.0 Model,issued,yes
LAP-44643286B4,HP Book 2.0 Model,issued,yes
LAP-4DBC5D58B2,HP Book 2.0 Model,issued,yes
LAP-AB7343AB3B,Dell Laptop X12 Model,issued,n/a
LAP-71BDF2DB67,HP Book 2.0 Model,issued,no
LAP-5C53902AD5,HP Book 2.0 Model,issued,no
LAP-E4AAA0495F,HP Book 2.0 Model,issued,no
LAP-AE4C3B64A6,Dell Laptop X12 Model,issued,yes
LAP-726F6C3ECB,HP Book 2.0 Model,issued,yes
LAP-9DA576D0F7,HP Book 2.0 Model,issued,n/a
LAP-60F4213972,Dell Laptop X12 Model,issued,n/a
LAP-48A5ADAE7D,Dell Laptop X12 Model,issued,
LAP-F1A75B2D7E,Dell Laptop X12 Model,issued,
LAP-4ABE8410B0,Dell Laptop X12 Model,issued,n/a
LAP-2FAA09B78B,Dell Laptop X12 Model,issued,n/a
LAP-21E6D6BA42,Dell Laptop X12 Model,issued,
LAP-DF99EF8831,Dell Laptop X12 Model,issued,n/a
LAP-1E7BD6E149,Dell Laptop X12 Model,issued,n/a
LAP-604759C28F,HP Book 2.0 Model,issued,
LAP-73829C3896,HP Book 2.0 Model,issued,yes
LAP-3A1A05E83D,HP Book 2.0 Model,issued,n/a
LAP-71C258B644,HP Book 2.0 Model,issued,n/a
LAP-FDC1A7CC15,HP Book 2.0 Model,issued,n/a
LAP-8A0D1C5900,Dell Laptop X12 Model,issued,
LAP-06545F5AEB,HP Book 2.0 Model,issued,yes
LAP-A690A6F46A,Dell Laptop X12 Model,issued,n/a
LAP-758873551D,Dell Laptop X12 Model,issued,yes
LAP-1651F743C6,Dell Laptop X12 Model,issued,no
LAP-04FD33E7C7,HP Book 2.0 Model,issued,
LAP-405EB1D334,Dell Laptop X12 Model,issued,no
LAP-9B8C19D775,Dell Laptop X12 Model,issued,no
LAP-0152A480FB,Dell Laptop X12 Model,issued,n/a
LAP-E70BCE01F3,HP Book 2.0 Model,issued,
LAP-F54EBC864B,HP Book 2.0 Model,issued,yes
LAP-CB4ABF335A,HP Book 2.0 Model,issued,no
LAP-CF26FED926,Dell Laptop X12 Model,issued,
LAP-9D90A71E5A,Dell Laptop X12 Model,issued,n/a
LAP-5121825338,Dell Laptop X12 Model,issued,no
LAP-CB513E2B74,HP Book 2.0 Model,issued,yes
LAP-58E57FA292,HP Book 2.0 Model,issued,no
LAP-0B11D53AFE,Dell Laptop X12 Model,issued,
LAP-48E7CE1528,HP Book 2.0 Model,issued,yes
LAP-41D98D60F4,Dell Laptop X12 Model,issued,n/a
LAP-6118110A5D,Dell Laptop X12 Model,issued,
LAP-25C1763BA4,HP Book 2.0 Model,issued,no
LAP-2370191C72,Dell Laptop X12 Model,issued,n/a
LAP-8682C2DF0E,HP Book 2.0 Model,issued,n/a
LAP-73A6B32A9F,Dell Laptop X12 Model,issued,n/a
LAP-138FE7DEAC,Dell Laptop X12 Model,issued,
LAP-368B1015A3,HP Book 2.0 Model,issued,
LAP-EC37377025,HP Book 2.0 Model,issued,n/a
LAP-3E18AB545B,Dell Laptop X12 Model,issued,n/a
LAP-9943BA72A9,Dell Laptop X12 Model,issued,no
LAP-4162787441,HP Book 2.0 Model,issued,yes
LAP-0F24ED6142,HP Book 2.0 Model,issued,n/a
LAP-121FAB8B2D,Dell Laptop X12 Model,issued,yes
LAP-40B1049372,HP Book 2.0 Model,issued,
LAP-D2D2FFD215,Dell Laptop X12 Model,issued,
LAP-82BD274DA5,HP Book 2.0 Model,issued,n/a
LAP-7FDCBF8322,HP Book 2.0 Model,issued,n/a
LAP-610BD2A41A,HP Book 2.0 Model,issued,yes
LAP-142C718980,Dell Laptop X12 Model,issued,yes
LAP-671AF7E70E,Dell Laptop X12 Model,issued,
LAP-F4D624BA8C,Dell Laptop X12 Model,issued,no
LAP-312DE7BC35,HP Book 2.0 Model,issued,
LAP-AFB5F1216D,Dell Laptop X12 Model,issued,no
LAP-765A8C0E5C,Dell Laptop X12 Model,issued,n/a
LAP-81A55B62D3,HP Book 2.0 Model,issued,no
LAP-9FACD9991B,HP Book 2.0 Model,issued,n/a
LAP-D575D53571,HP Book 2.0 Model,issued,
LAP-717A71C4FD,Dell Laptop X12 Model,issued,n/a
LAP-16ACEDF066,HP Book 2.0 Model,issued,yes
LAP-675115256D,HP Book 2.0 Model,issued,n/a
LAP-73B2690DB1,HP Book 2.0 Model,issued,yes
LAP-5460419DCD,Dell Laptop X12 Model,issued,
LAP-4E548BA20E,Dell Laptop X12 Model,issued,yes
LAP-380E9D3C60,HP Book 2.0 Model,issued,no
LAP-932750BFDB,HP Book 2.0 Model,issued,n/a
LAP-86ADA8CC76,HP Book 2.0 Model,issued,yes
LAP-1FFA7E2FE7,HP Book 2.0 Model,issued,yes
LAP-F399AF2B15,HP Book 2.0 Model,issued,
LAP-888B1ED553,Dell Laptop X12 Model,issued,n/a
LAP-5705292C28,HP Book 2.0 Model,issued,yes
LAP-8D03488E68,HP Book 2.0 Model,issued,
LAP-999E38CBE7,Dell Laptop X12 Model,issued,n/a
LAP-80A9594CD3,Dell Laptop X12 Model,issued,yes
LAP-FDD3818D71,HP Book 2.0 Model,issued,yes
LAP-18B7061AAB,HP Book 2.0 Model,issued,n/a
LAP-8E7F1FD52A,HP Book 2.0 Model,issued,no
LAP-7F8BA30E54,HP Book 2.0 Model,issued,n/a
LAP-A674D0A217,HP Book 2.0 Model,issued,n/a
LAP-F9098EE336,HP Book 2.0 Model,issued,no
LAP-9A0C9421F5,HP Book 2.0 Model,issued,yes
LAP-E5DE0394E6,HP Book 2.0 Model,issued,n/a
LAP-0B3EBA3A34,HP Book 2.0 Model,issued,no
LAP-5CC79465AC,HP Book 2.0 Model,issued,no
LAP-71F612E339,HP Book 2.0 Model,issued,
LAP-0FA35FC580,Dell Laptop X12 Model,issued,yes
LAP-B828AA6D39,HP Book 2.0 Model,issued,n/a
LAP-CE4FBDA97C,HP Book 2.0 Model,issued,no
LAP-7328D0FC20,Dell Laptop X12 Model,issued,yes
LAP-87F3E0F88E,Dell Laptop X12 Model,issued,
LAP-6486DB5D51,HP Book 2.0 Model,issued,n/a
LAP-D01E8FD3FB,Dell Laptop X12 Model,issued,no
LAP-C0A0BCB49B,Dell Laptop X12 Model,issued,
LAP-A8E851EB8A,Dell Laptop X12 Model,issued,
LAP-C35CBFBA31,HP Book 2.0 Model,issued,
LAP-27E449820E,Dell Laptop X12 Model,issued,yes
LAP-D0DBC2A67E,HP Book 2.0 Model,issued,n/a
LAP-E6BCAE528A,HP Book 2.0 Model,issued,n/a
LAP-2B599E9D7D,HP Book 2.0 Model,issued,n/a
LAP-F7748C0BB7,HP Book 2.0 Model,issued,no
LAP-273884859D,HP Book 2.0 Model,issued,
LAP-578A59EF5C,HP Book 2.0 Model,issued,n/a
LAP-4EAD931ABC,HP Book 2.0 Model,issued,no
LAP-81173A8D92,Dell Laptop X12 Model,issued,no
LAP-2A0C5179AF,Dell Laptop X12 Model,issued,n/a
LAP-7498CE18DE,HP Book 2.0 Model,issued,no
LAP-4154BE6070,HP Book 2.0 Model,issued,
LAP-B748DC729F,Dell Laptop X12 Model,issued,no
LAP-28693AD74F,HP Book 2.0 Model,issued,n/a
LAP-7C076CF036,HP Book 2.0 Model,issued,n/a
LAP-CC6EF96801,Dell Laptop X12 Model,issued,yes
LAP-88B611C509,HP Book 2.0 Model,issued,n/a
LAP-0E3F64736E,HP Book 2.0 Model,issued,
LAP-A74A0830E2,Dell Laptop X12 Model,issued,no
LAP-301C464715,Dell Laptop X12 Model,issued,
LAP-0A97C676F6,HP Book 2.0 Model,issued,
LAP-958AEC0180,HP Book 2.0 Model,issued,yes
LAP-AA93AB7AA5,Dell Laptop X12 Model,issued,no
LAP-CB2FDCE5B8,HP Book 2.0 Model,issued,
LAP-3FE4FEB235,HP Book 2.0 Model,issued,n/a
LAP-2CE1980DB6,HP Book 2.0 Model,issued,n/a
LAP-13FD9B89B6,HP Book 2.0 Model,issued,
LAP-0119153DC8,HP Book 2.0 Model,issued,n/a
LAP-C5D2AD8B25,HP Book 2.0 Model,issued,
LAP-1D95ED3A3E,Dell Laptop X12 Model,issued,
LAP-99E47A1438,HP Book 2.0 Model,issued,
LAP-1960F001AF,HP Book 2.0 Model,issued,
LAP-FEECCFF548,Dell Laptop X12 Model,issued,
LAP-41461D63BA,HP Book 2.0 Model,issued,yes
LAP-607C38C6AF,HP Book 2.0 Model,issued,yes
LAP-B599ECE9B4,HP Book 2.0 Model,issued,
LAP-BAFA97D365,HP Book 2.0 Model,issued,yes
LAP-58007027B1,HP Book 2.0 Model,issued,no
LAP-4F16BDC525,HP Book 2.0 Model,issued,n/a
LAP-33159D091E,HP Book 2.0 Model,issued,no
LAP-C6DAD34457,HP Book 2.0 Model,issued,n/a
LAP-87E5839D05,Dell Laptop X12 Model,issued,no
LAP-634E4A5B5B,Dell Laptop X12 Model,issued,n/a
LAP-1A4E3CBA57,HP Book 2.0 Model,issued,yes
LAP-59607D8C26,HP Book 2.0 Model,issued,
LAP-DA13C74749,HP Book 2.0 Model,issued,no
LAP-6A2422311C,Dell Laptop X12 Model,issued,
LAP-E5F38B8007,Dell Laptop X12 Model,issued,yes
LAP-00ADD48387,Dell Laptop X12 Model,issued,
LAP-62651CB61A,Dell Laptop X12 Model,issued,
LAP-570370BD80,HP Book 2.0 Model,issued,yes
LAP-B3CE637276,HP Book 2.0 Model,issued,yes
LAP-F853A9C549,HP Book 2.0 Model,issued,yes
LAP-A918C201EB,HP Book 2.0 Model,issued,n/a
LAP-52B7AE5730,Dell Laptop X12 Model,issued,yes
LAP-AD0F0F6F84,HP Book 2.0 Model,issued,n/a
LAP-D22A5C89C2,HP Book 2.0 Model,issued,yes
LAP-5E8B53F510,Dell Laptop X12 Model,issued,n/a
LAP-1567E50AFD,HP Book 2.0 Model,issued,
LAP-D34B10509A,Dell Laptop X12 Model,issued,n/a
LAP-036A329FF1,HP Book 2.0 Model,issued,yes
LAP-F67D58696F,HP Book 2.0 Model,issued,yes
LAP-01DA4B8DDE,Dell Laptop X12 Model,issued,yes
LAP-434E4E243F,HP Book 2.0 Model,issued,no
LAP-8F766775FF,Dell Laptop X12 Model,issued,no
LAP-C681C35D9A,HP Book 2.0 Model,issued,
LAP-DD4C1B996B,Dell Laptop X12 Model,issued,no
LAP-508FEDA446,Dell Laptop X12 Model,issued,no
LAP-576EB114D1,HP Book 2.0 Model,issued,no
LAP-2BF5D4178A,Dell Laptop X12 Model,issued,n/a
LAP-31FA208580,HP Book 2.0 Model,issued,n/a
LAP-893F81EF6E,HP Book 2.0 Model,issued,yes
LAP-06C31F542A,Dell Laptop X12 Model,issued,
LAP-0EC3CC8C1A,HP Book 2.0 Model,issued,no
LAP-2F8D495A6E,HP Book 2.0 Model,issued,yes
LAP-C82DD24C81,HP Book 2.0 Model,issued,yes
LAP-22CE8B1AD8,HP Book 2.0 Model,issued,yes
LAP-83DE41C3B5,Dell Laptop X12 Model,issued,no
LAP-97B133BB1A,HP Book 2.0 Model,issued,yes
LAP-50BBC189E4,Dell Laptop X12 Model,issued,yes
LAP-08D88F02A6,HP Book 2.0 Model,issued,no
LAP-8D208FFD79,Dell Laptop X12 Model,issued,no
LAP-48E4565DDD,HP Book 2.0 Model,issued,yes
LAP-6860D97E53,Dell Laptop X12 Model,issued,
LAP-E20B722EB3,Dell Laptop X12 Model,issued,yes
LAP-10DC0015FD,Dell Laptop X12 Model,issued,
LAP-4C539509F3,HP Book 2.0 Model,issued,
LAP-281DD59F2F,Dell Laptop X12 Model,issued,yes
LAP-58DD3B9BDB,Dell Laptop X12 Model,issued,yes
LAP-E86C40D8BF,Dell Laptop X12 Model,issued,n/a
LAP-08BD1C100D,HP Book 2.0 Model,issued,
LAP-955E66A9BD,HP Book 2.0 Model,issued,
LAP-8AB9A078B5,HP Book 2.0 Model,issued,no
LAP-EEF7E05091,HP Book 2.0 Model,issued,no
LAP-475003BE32,HP Book 2.0 Model,issued,n/a
LAP-340EB5E6F0,HP Book 2.0 Model,issued,
LAP-73EF18788E,HP Book 2.0 Model,issued,yes
LAP-2C531F271B,Dell Laptop X12 Model,issued,
LAP-AB65C9C1CA,HP Book 2.0 Model,issued,no
LAP-73C550F421,HP Book 2.0 Model,issued,yes
LAP-5C8350DD4A,Dell Laptop X12 Model,issued,no
LAP-F83D26F399,Dell Laptop X12 Model,issued,no
LAP-14BBD1DAB3,HP Book 2.0 Model,issued,no
LAP-06F036D7CD,HP Book 2.0 Model,issued,no
LAP-874FB098BD,HP Book 2.0 Model,issued,no
LAP-9BAFAE9C82,HP Book 2.0 Model,issued,
LAP-B8F0F5545A,HP Book 2.0 Model,issued,
LAP-BABB4B8D46,HP Book 2.0 Model,issued,n/a
LAP-204BBBFE4E,HP Book 2.0 Model,issued,n/a
LAP-10266A7902,Dell Laptop X12 Model,issued,yes
LAP-EC1DC8FC6B,HP Book 2.0 Model,issued,
LAP-9A3EAE89CC,Dell Laptop X12 Model,issued,n/a
LAP-FF814FD9F9,HP Book 2.0 Model,issued,n/a
LAP-4F690990C2,HP Book 2.0 Model,issued,
LAP-3580C5D217,Dell Laptop X12 Model,issued,
LAP-4B1FEA4A9B,HP Book 2.0 Model,issued,yes
LAP-99835B419E,HP Book 2.0 Model,issued,
LAP-1E8811ED03,HP Book 2.0 Model,issued,
LAP-16E5F78394,HP Book 2.0 Model,issued,
LAP-16C6003D6E,Dell Laptop X12 Model,issued,no
LAP-90821406F3,Dell Laptop X12 Model,issued,yes
LAP-1CF29ACA1B,Dell Laptop X12 Model,issued,n/a
LAP-D34F4DA913,HP Book 2.0 Model,issued,
LAP-77EE9300D5,HP Book 2.0 Model,issued,yes
LAP-9E0BE01C55,HP Book 2.0 Model,issued,
LAP-DAACA2653F,HP Book 2.0 Model,issued,yes
LAP-3D9686CC61,Dell Laptop X12 Model,issued,n/a
LAP-6A6469B0C7,Dell Laptop X12 Model,issued,yes
LAP-A8EE6D737D,Dell Laptop X12 Model,issued,
LAP-17BF6E35C1,HP Book 2.0 Model,issued,yes
LAP-7C96ABDB5F,HP Book 2.0 Model,issued,n/a
LAP-8F18137A07,HP Book 2.0 Model,issued,no
LAP-C35FF2C5E7,HP Book 2.0 Model,issued,
LAP-4B1F8355D8,HP Book 2.0 Model,issued,
LAP-D6172426FE,HP Book 2.0 Model,issued,n/a
LAP-D0220300FF,HP Book 2.0 Model,issued,yes
LAP-519C1EAA27,HP Book 2.0 Model,issued,no
LAP-BB460C17FB,HP Book 2.0 Model,issued,n/a
LAP-E3880EBBEB,HP Book 2.0 Model,issued,no
LAP-ED0A3B6C71,HP Book 2.0 Model,issued,n/a
LAP-A4CA72E998,Dell Laptop X12 Model,issued,
LAP-CB0C9D667E,Dell Laptop X12 Model,issued,yes
LAP-D181F838DB,HP Book 2.0 Model,issued,no
LAP-0ACFF10E7B,HP Book 2.0 Model,issued,no
LAP-A6DAD74D49,HP Book 2.0 Model,issued,n/a
LAP-5B4504B63F,Dell Laptop X12 Model,issued,n/a
LAP-0230BAED57,HP Book 2.0 Model,issued,
LAP-59D341AB56,HP Book 2.0 Model,issued,no
LAP-58EED6DDE2,Dell Laptop X12 Model,issued,n/a
LAP-E3029C2B01,Dell Laptop X12 Model,issued,n/a
LAP-443916018F,HP Book 2.0 Model,issued,
LAP-25D4852A8A,HP Book 2.0 Model,issued,yes
LAP-0604B2A9E8,Dell Laptop X12 Model,issued,
LAP-E942BA47DB,Dell Laptop X12 Model,issued,
LAP-98660964DE,Dell Laptop X12 Model,issued,
LAP-0097283AB6,Dell Laptop X12 Model,issued,no
LAP-52AD135349,HP Book 2.0 Model,issued,n/a
LAP-8062E8D6BC,Dell Laptop X12 Model,issued,no
LAP-EC7A562116,Dell Laptop X12 Model,issued,n/a
LAP-FCAC5A5D47,Dell Laptop X12 Model,issued,n/a
LAP-D2CB3BAD3A,HP Book 2.0 Model,issued,
LAP-0812C444CC,HP Book 2.0 Model,issued,yes
LAP-9E5502D877,Dell Laptop X12 Model,issued,yes
LAP-7A97B654C0,HP Book 2.0 Model,issued,yes
LAP-7C2867E519,Dell Laptop X12 Model,issued,no
